id,message
"4", Great Video on Holistic Medicine: My husband is an ND and an African Traditional Healer so I bought him this video for his birthday. He enjoyed it for me it was a little long and mundane I thought it was more on spirituality. Yet and still the birthday man was very happy. Anyone in the healing or medical field will enjoy the DVD. It does talk scientifically about how and why the herbs work. I learned new ideas about Tibetan Healing Techniques that are similar to African Traditional Healing. That was helpful for me because I do all the writing for his company and it gave me a new perspective.In conclusion if your interest is in the field this video is helpful.
"4", Good showing of Tibetian medicine: My fault that I did not know that this was in tibitian and had subtitles but the content is good and interesting to see in actual clinics and business in Tibet.
"0", not what I thought it should be: I missed a lot of the subcaptions but I think I may have understood the meaning of the file. May like it more in english.
"0", Don't bother.: Boring. What was I expecting? Something that would give me insight into my own abilities to heal self and others. This didn't do it. Especially since it wasn't in English.
"4", Provides excellent knowledge about Tibetan Medicine: ITem was shipped new and arrived in excellent condition. DVD provides a beginning knowledge about the almost lost art regarding Tibetan Medicine. As indicated in the DVD there are very few doctors that still retain this knowledge and practice. Excellent overview but it is all in subtitles and obtaining any of the medicines/herbs seems as though it would be difficult. They take a wholistic approach and specialize the medicines for the person. You would need to go to India to get a diagnosis regarding your condition. Too bad it is not closer.
"4", Think for your self!: "If people let government decide what foods they eat and what medicines they take their bodies will soon be in as sorry a state as are the souls of those who live under tyranny."- Thomas Jefferson
"4", THE KNOWLEDGE OF HEALING: A GOOD VIDEO BUT IT DID NOT HAVE ENOUGH INFORMATION THAT I COULD USE WITH MY CLIENTS.A HELPFUL OVERVIEW OF WHAT IS POSSIBLE
"4", Enlightening: Must have movieMust have inspiring enlightening eye opening good heart felt enlightening must have in your own library movie to keep and give
"4", Perfect for post-surgery footwear: I recently had surgery on my ankle after breaking it pretty badly & needed to find socks to wear under my brace (aircast boot). My doc said I could just wear my own socks but my own socks are way too tight to comfortably wear with my swollen foot & ankle. I found these & they're perfect to comfortably fit without putting any pressure on my incredibly sensitive foot. The only con would be the price - not sure why it's so expensive to make what are basically incredibly lightweight mesh socks (they do have extra padding on the feet but they're still very light/thin socks). But ultimately they're worth the price for me (so much so I'm buying a second pair).
"0", Not great: I guess these would be good if you had foot surgery and wanted to place something lose and protective over bandaging but not for under a boot cast. I was under the impression these would be tall enough to almost reach my knee. They only go about 4" above the ankle. Very wimpy probably wouldn't hold up to too many washes.
"4", I've never felt better!: Bringing Yoga to the office is the object of this neat compact workbook Desktop Yoga. If you've got five minutes in your day to devote to Lusk's simple and effective exercises your work day will seem like less of a burden. Great for relieving stress! A must-have!
"4", This is a God-send: This is a wonderful resource that helps me get through every day at work. My headaches and neckaches are better since I started using the yoga stretches and breathing techniques. It has taught me how to powernap to revive me from feeling exhausted and has given me lots of tips on how to cope with change handle stress and enjoy life more. A lot of helpful information is packed into the useful book. Thank you very much.
"4", Excellent book especially for working people: Provides many yoga-based stretching exercises that are great for people who spend a lot of time working at a desk or some other sort of sedentary occupation.
"0", NOT WORTH THE MONEY: This is totally different from the "classic albums" series of DVDs that have come out which I love. This is a "classic album under review" which basically has a bunch of fat old guys talking about how great AC/DC is. The clincher for me was the fact that they had an AC/DC tribute band on to play the guitar riffs from this album. A TRIBUTE BAND?!?!? I'm sure that was great fun for those guys to do but I think the people watching would rather see the actual band playing the songs. This DVD went on WAY too long and only had little snippets of the band playing live. Way too much filler for me and not what I thought this DVD was going to be. I do not recommend it.
"0", Come on.............: We know Back in Black was one of the best albums in history...do we really need some "experts" to tell us this ??I'm a big AC/DC fan I would not buy this....
"0", Unbeliavable....: So they release a DVD to say how good "Back in Black" is (as if we needed to be remembered of that...) and they put a photo at the front cover with SIMON WRIGHT in the line-up instead of Phil Rudd! Wright joined the band THREE YEARS after the recording of "Back in Black".This fact alone is a very good omen of the real intentions of this product: to make easy and fast money and offering nothing new about this classic rock album. Useless.
"4", cheaper on overstock: I have bought sensus memory foam pads for every bed I have had to sleep on in the last few years and I love them. [...] My first Sensus mattress topper was a 4 inch version from a bedding website and that did cost me over 400 and I still felt that it was worth it but i would have given up the inch and just gotten the 3 inch version on overstock if I knew it would cost less than half that. The shipping costs on overstock are almost nonexistant as well. Maybe the person who said it wore out after 5 years wouldn't be so upset if he/she only paid 170. That would work out to only $34/year.
"0", Manufacturer does not honor their warranty: It was a great mattress topper while it lasted. However in less than five years of ownership I noticed the topper lost a considerable amount of firmness. It became too soft to sleep on except for the edges and I found myself waking up less refreshed. It's like trying to sleep on a 'V' shaped mattress.I contacted the manufacturer Foamex twice via email but they never responded. Finally I called and was told they won't service the mattress; redirecting me back to the seller who has since gone out of business. I have no experience with this seller however I would suggest anyone considering purchasing a Sensus brand viscoelastic mattress or topper be aware that you will likely have problems before the ten-year warranty has expired. Plus even if you find a seller who doesn't turn a warranty claim into a hassle you will find they are rather expensive to repackage and ship. I will not purchase another Sensus or Reflex brand product.
"4", This is not a review.: This is not a review it's a rave. This is not some piece of self-conscious tricked out contempo ironic (the knowing wink in the voice) cooler than thou vocabulary popcorn or breathy lil grrl prom panic whine. This is real music. The full range of expression. It will move you. Watch out.
"4", KING OF SLEEZE OF THE 70'S: If you enjoy bad scripts bad actors poor film quality that was the early 70's this is right up your alley.
"0", Enough with the Adult Conspiracy!: The Xanth series is what got me reading sci-fi and fantasy novels. Its a shame this series has turned into unreadable mush.Zombie Lover was the last book I've bought in this series and I don't think I'll continue with it. I can't take in anymore stories of adolescents thinking about who they want or don't want to have sex with.
"4", book: received used book purchase 1 day early very happy about that. book was in great shape. book purchased for gift and recipient was very happy with it.
"4", Enjoyable novel: This was the first Xanth novel I ever read but it was easy enough to get into. I wasn't too confused by reference to other Xanth novels as they were minimal and were not much focused on. Some of the jokes were rather funny and the plot had enough humorous twists in it (and a couple of cool surprises!) to keep me well-entertained. It was a rather enjoyable book though I definitely like Incarnations of Immortality better. overall 3.5/5 stars.
"4", Another Excellent Achievment: This book was another wonderful addition to the Xanth series. As with all of the Xanth books it was a book that I could not stop reading. The book was interesting from beginning to end. To experience yet another adventure with the well known characters was a real treat and gets better with each book.
"0", Zombie Lover or SexSexSex: This is the worst of the Xanth novel that I have read. I was greatly disappointed in the emphasis on sex. This book seemed to be written for the politically correct morally lost society member. Piers Anthony did his Xanth fan's a disservce with this novel. Also take note of the cover picture a small peite "white girl" and a zombie well part of that is in the story. Why was the cover misleading possibly to sell this trashy novel. Save your money don't buy this book.
"4", smelly pens: My kids love these pens. They last and last.I had a set from the late 1970's and I could still color with them.This was our 2nd set for the kids and deffinately will purchase again.
"4", Compact and Convenient: Works great and compact and convenient. The detachable lanyard is nice for when I don't want to carry my pack with me. I don't see myself using the white and black cards too often but they're nice to have. The cards are of a nice quality thick enough to not bend accidentally when in the camera bag.
"4", Great color small size: I take photos of antique prints for sale in a controlled condition (photo lights etc) making correct color of utmost importance. The card is small to set the white balance on my camera but works wonderfully with Adobe Lightroom to set the custom white balance. I am new to photography but have found that this combination is working well for me.
"0", An Inferior Copy of a Great Product: I think this is my first review in the years I've been on Amazon but for once I feel that I need to speak out on a bad product.I bought both the DGK and theWhiBal White Balance Reference Card - Pocket Kit (2"x3.5")and I have to say that the WhiBal just feels better and feels that it will last a lot longer(the DGK cards are only about the third of the thickness of a WhiBal). However the Digital Grey Kard has one thing going for it it has a superior laynard.I would recommend spending a few bucks more and get theWhiBal White Balance Reference Card - Pocket Kit (2"x3.5")instead.
"4", Works Great-short comings yes but--: As a retired negative wedding photographer I want spot-on results. But with the digital age I had trouble getting exposure/white balance correct. Yes the processor could correct for my "slight" errors. I did not appreciate how important white balance was nor that it can change as easy as exposure. After a couple of tests w/this card. I was amazed at the skin tones I got. I used a drug store type quality (Costco) for convenience & speed and got great exposures! Just think what a higher quality firm (i.e. Dale Labs) can do with my files!Photo correction programs: Just use the "eye-dropper" tool; get color corrections- presto!Short comings: The cards could be larger! The instructions could be more detailed- The makers of this product could benefit from comments here!
"4", Great Movie: Bought this item for my son and he loves it!!! I ordered it for Christmas and was a little worried it wouldn't make it to my house in time but to my surprise it arrived very quickly!!
"0", dissapointment: If you're getting this DVD for the trains like i was don't bother unless you're looking for 2 Thomas trains. You're not going to get Donald like the picture shows.
"0", Earland below average: This 1991 Muse Records CD (out of print)is among Earlands weakest B-3 performances recorded. Standard tunes like "Unforgetable" and "Europe" (yes the Santana hit) is arranged and played like elevator music and goes nowhere...But there are moments where Earland shines and cook's predictable with his combo like on "Sheila" and "Kicker" but thats all. Even Earland's sidemen like Eric Alexander on tenorsax does not lift the overall performance quality. Thia is not capured misic this manufactured music. For Earland collectors - put this CD in your shelf and start looking for Earlands recordings on Prestige Milestone and Savant/HighNote
"4", Great Fun Album: They are at a party playing mostly acoustic guitars and bongo drums. They sing some Beatles tunes as well as their own. They have allot of fun on this and it's an unusual album.It says instrumental but they do sing and they sing acapella's too that's where the other tracks are. There are 2 different albums and one does have 20+ tracks
"4", good for accompanying: I bought this CD originally when I was in junior high to accompany me while I practiced my saxophone (I preferred to practice to Beach Boys music over the school fight song). Anyway it's also good for karaoke. However be careful listening to the previous reviewer who either can't count or has a different CD. There are 15 tracks on the CD which last I checked is *not* over 20.
"4", Dysfunctional Funeral: While many families don't get along for one reason or another... Sometimes it takes a miracle to make people look at their own lives a bit closer... in this film.. mainly a comedy with some twist... you might relate to dealing with a whole family coming together for a mothers funeral.You may check out the trailer here as long as Youtube has it available[...]
"0", Chinese American Film at its worst: This is the worst film I have ever seen made by and about Chinese Americans. It may be of interest to people of mixed Asian ancestry since most of the cast is of mixed race. The premise may have been taken from an episode of ... Little House on the Prairie(!) wherein Charles helps a woman fake her own funeral to bring her "distant" kids home to see her.
"0", BIG THUMBS DOWN: I rented this thinking it would be an interesting subject on American-Chinese tradition here in the U.S. But I was wrong it was a total disappointment. The story and its sub-plots are too contrived. The script is very formulaic; even adding a twist at the ending was typical and intentional - just so for audiences who likes a twist in their movies. Any viewer wouldn't get involved watching this film. Basically this is about a group Chinese-American siblings who has hang-ups with themselves and among each others. Set in the affluent neighborhood of San Francisco it portrays an embarrassingly rich family by showing the amenities of the matriarch's sprawling extravagant house. Tennis a dip in the pool jacuzzi anyone? Jeez! I wouldn't recommend this movie to anyone.
"4", Shake Shake Shake: Great Gift Great Value - I had to get one for myself. The glasses are over sized and the shaker stirs up a great batch of dry Martini's. I love the retro glass look and the shaker has a seal to prevent leaking while shaking your favorite drink.
"4", good martini set: glasses are awesome. They look great and they are larger than your average martini glasses. All my friends loved the glasses when I had a martini party.The shaker looks great but alas it leaks all over your hands when shaken despite having a seal. So be careful!!But for this price it's still a great buy.
"0", Aesthetically pleasing but not functional: While I like the looks of this set a lot with its retro feel I find the shaker to be in need of a design overhaul. Every time this is used (and it's been used by several people so I don't think it's a user problem) it spills while pouring! This has been very frustrating to lose good top shelf vodka because of poor design. I had to go out and purchase another shaker because of this problem so I would not recommend this set.
"4", Very Nice: I got a similar set (3-pc with shaker and 2 glasses). I agree with the other reviews about the shaker it leaks a little bit. I suggest getting another shaker but keeping this one around as a back-up OR wrapping a small towel around the leaky seam. I like the texture of the shaker and glasses. It's classy and not so overdone that it's tacky.
"0", Beware: The set is cute to look at but as far as actually using it is terrible. The glasses are fine but the shaker is so hard to use I actually took a chunk out of my finger trying to get it open to refill it! I've never used it again.
"0", A booklet- not a textbook!: At 60 pagesthis is over-priced and not a course for adults. As basic instruction for those 10 and under it is probably okay. For anyone who even doodles while talking on the phone- forget it!
"4", art book: I was happy with the book on how to draw but it is for an older child. I'm sure our granddaughter will be able to do the drawing just not the reading. We will need to help her.
"0", Not for Metal!: Received this in great time- I have no problem with the seller:-)BUT! The inside of the case lists all types of materials this can cut including metals which is what I got it for.One punch through soft 26ga copper sheet and the edges of the punch bent & in some areas flaked off. The second disk I cut did it in completely. I had to file all of the edges and it probably would have been easier to cut the sheet with shears.So not for metals.However I can see it would be great for leather paper & plastics.To me it was worth the money spent on the chance that it would actually cut metal disks.
"0", Not good!: I purchases this set for simple craft projects...mainly to cut card stock and cardboard. I tried hammering the punches with my 12 oz. hammer and it didn't go through the card stock. Got my husbands big beefy hammer...it still will not punch through thin card stock. I am very disappointed in this product. Glad I didn't pay a lot...complete waste of $
"4", Awesome!: Just what I needed. Worked like a charm. Loved the various sizes. I suggest using an x-acto cutting mat underneath the leather. It'll get destroyed but it gives you a nice clean cut.
"0", BEWARE OF SERIOUS SAFETY CONCERN!: I really dont want to give this product a bad rating as it is just a simple tool that does what its supposed to. But it has a serious safety flaw/problem!!:The kit came with no instructions so I was figuring out how it worked and as I was turning the screw on the side of the barrel the sharp pointed 2 inch pin needle inside the barrel shot out like a projectile dart. It was spring loaded and the screw is what held it in.Luckily it wasnt aimed at myself or anyone because it could have caused serious injury. After the pin shot out I was left feeling very disturbed that this tool could have taken out my eye out.So I feel compelled to warn and advise others who might be buying this tool set.
"0", West Coast Avant Garde: Listen to the sound bite before you buy. I didn't but I should have. This is way to modern for me I like cool west coast jazz but this is sort of Ornette Coleman meets Karlheinz Stockhausen--very modern in tone. If that is your bag the album is for you otherwise pass this one by.
"4", Listen Compute Rock Home: I received this record as a gift and have listened to it over and over with my friends at school. Many of the items are great for kids but my friends and I love the psychedelic music and sound effects. My current favorite is "Army Ants in Your Pants"...very imaginative!
"0", wonder woman costume: This was purchased for my daughters halloween costume. BEWARE! Very cheap material! The sizes are different from what it reads online and the pieces of the costume are different sizes. For example: the skirt is way too small but the pullover "boots" fit just fine. As all the other reviews claim the outfits "color/graphics" peeled off because it was stuck to the plastic package. I do not recommend this unless they are only using it for dress up.
"4", pretty good: Got this through Amazon for my daughter's superhero party. She could hardly wait to put it on. The quality is OK - some parts (like the skirt) have gotten stuck together and the color has come off a bit. For a costume though it'll serve a good purpose and provide hours of fun. The boots a really high. My daughter is tall for her age but the boots go all the way up (and even under) the skirt. Just FYI.
"4", Engulfing  tremendous makes you feel like you were there: This book is totally engulfing from page one .It puts thereader inside the fall of a great empire . It really makesyou feel as if though you were there . And it also gives youso much knowledge  that you could talk about it as if thoughwere there . A definite must read for anyone interested inhistory  and for those who are not also . Because it is agreatly written story about the most important event in thiscentury
"0", Printing is WAY too small!: Book is over 600 pages and the print is so small it was difficult for me to try to read so I returned it. Perhaps if it ever comes out on Kindle I would try again.
"0", Lenin's Tomb : The Last Days of the Soviet Empire: this book should be a text book for those studying soviet history. the author assumes that the reader is very well informed--certainly better informed that i am. he drops names that are mostly meaningless and impossible to put into context! his vocabulary is beyond the college level. do you know the word "ramify"? i didn't.but the positive side is that remnick has done remarkable research. he has put himself into situations that have put him at risk. his descriptions are graphic and frightening. he is courageous.i read the first half but couldn't continue. it is part of my too hard file.
"4", Fascinating tour of the times leading up to and after the fall of the Soviet Union: This book is a fascinating exploration of the last days of the Soviet Union providing a background of the broad mix of events and people involved both before during and after the Gorbachev era. It maps the mindset and events during this dramatic change. It is told with a direct personal style that I found gripping and that gives a very good sense of the societal changes and impacts. I highly recommend it.
"0", Huge & Unreliable: I don't know if i got a faulty binderor its just bad quality because it's a big binder but the moment i opened it and put some paper in and then closed it I noticed that the ring was broken it wont shut all the way tightly and so EVERY SINGLE TIME that I try to take anything out or move papers it opens and its just a big mess. I had to get a new one because i couldn't even use it and it's frustrating because im in school and NEED a binder that will just WORK !
"0", Broke within the first week: I bought this binder for my son who started middle school. Withing the first week one set of rings did not close properly and now my son has to carefully go through his notebook so the papers don't fall out. Everything gets stuck at the point where the rings don't completely close. Poorly made product.
"4", This thing is huge: I got this for my 800+ page unbound textbook and it could easily hold at least 300 pages more. The only problem with it is because of the size you cannot put it into a backpack with room for anything else. I ended up having to get a smaller 2-inch binder and put a few chapters at a time in it for easier transportation.
"4", Great Find: After long search for translation of Montale's poems this bilingual edition was perfect. Book was in perfect condition and arrived at exactly the announced date.
"0", very bad movie/DVD quality: I've been studying South Asia so I thought I'd watch some movies by people in the region. The movies arrived quickly but the sound quality is terrible and the DVDs themselves skip and get stuck on my computer my parents' DVD player and every other DVD player you put them on. The movies themselves have great storylines and music but the DVDs are really poor quality.
"0", Probably the Worst Movie I've Ever Seen: I have a relatively high tolerance level for bad flicks but this one is beyond tolerable. If you check the credits after the movie it appears as if the producer hired his family and friends as the actors. Summary (no pun intended): Horrific acting (I could have acted those scenes better than the so called actors; Frightful script (who talks like that anyway "The zombies are breaching our stronghold I would advise that we seek an alternative egress route in order to address the impending conflict"; Brain Blending effects: Nothing like a karate kick to the face that missed by about 6 inches yet knocks the zombie through the window. My review is more interesting than this movie. Give me a camcorder and an Amazon makeup kit (shameless plug) and I could have done this movie. There is nothing redeeming about this... NOTHING!
"0", Come on is this Real??: You figure zombie movies have been out for at least 20 years and to this date we still can't produce a low budget zombie movie with better actors. The dialogue was good the presentation sucked. it was like they were reading the dialogue instead of experiencing it. The plot was good as well. This movie had all the elements of a well made zombie flick but no one was chomped only the token Lesbian Black chick. Good try but I wanted more.
"0", Uhh.: I can not be certain but I don't think the other reviewers and I saw the same movie. Acting was terrible video was terrible plot was terrible. Good try I guess.
"4", More Z's Please!: This was a cool fast paced indie zombie movie. Would defiantly recommend friends and family to see this film. Would like to see what this company could come up with if given the opportunity to do a second or third zombie film. Oh and the disclaimer at the end of the film about no zombies being hurt during the filming of the movie was pretty neat too.
"0", not very good: i don't remember this movie so i know it was bad. i probably did not watch the whole thing. bad production bad acting
"0", This was a waste of time.: Let's keep this simple: promising plot ruined by -Bad acting.Poor and often ignorant dialogue (scripting).Inconsistent plot elements (slow walking zombies then fast ones then back to slow).An inhabited island overrun by zombies yet not a SINGLE boat was available anywhere.Piss poor directing.What else is there left to say?
"0", The Worst!: I'm not sure what zombie movies the other reviewers have watched but I find it hard to believe they actually liked this one. I feel like I was tricked into paying for this based on the reviews. The acting sucks. The set design sucks. The effects suck. What I'm trying to say is that this movie sucks.
"0", dont waste your time or money.: lower then low budget with horrible dialogue and acting. Two six year olds could have done better with a couple of kindergarten actors
"0", The DVD has missing segments!: In the past our family has purchased three videos from this series and LOVED THEM! This DVD advertised SIX segments on its cover and on Amazon's advertising but only three interrupted segments were on the disc we received. In the end the contexts for the stories are missing and so is one title of each segment pair intended to support the educational message. Has anyone else had this problem or do we have defective discs? We are returning ours to Amazon ASAP. and hope to get corrected discs.
"4", The belt was not included: When I finally gave the costumes to the kids I noticed that the one custome of Batgirl was not complete. The belt was missing.
"4", My 7 year old daughter loved being batgirl...: The costume was perfect for my daughter and the best part is the costume came with every thing you need to be a very adorable batgirl. The quality was good as well.
"0", Poor quailty: Item sizing was not consistent. Had to make modifications just to wear it and make it fit. Cheap and torn before could even use it.
"4", My daughter liked it: While I am not a big fan of this costume my four year old liked it and that's all that matters. She wore it almost every day before Halloween and she felt so proud to say to others she was going to be a super hero for Halloween. She definitely has enjoyed it the price was great so I am happy with this purchase.
"0", ok: This costume is very flimsy but the bright pink color is great. The only problem we had was the elastic on the mask was too short to fit my daughter's head. So I cut it off and used glue dots to glue the mask onto a pair of sunglasses that I pushed the lenses out of. Perfect fit and much easier to wear!
"0", not too durable.: This was great as a Halloween Costume. however after my daughter tried it on one of the straps on the leg covers broke and the mask was too tight. Good for a one time use. My daughter enjoyed it.
"4", Too bad it did not bring the Mask: My 4-year old girl loved the costume but unfortunately it did not include the mask. I inquired the seller and they confirmed there was a confusion : the description of the Costume did not include a mask  I replied even I did not notice it in the description the picture showed the girl with the mask and there was no clarification about it. I think they should have made a clarification it seems to me it is false publicity. It is good to know they have updated the picture.
"4", Batgirl was a Christmas hit!: My 3 year-old niece loves to dress up so we got her this costume for Christmas. She loved it and spent the rest of Christmas vacation wearing it.
"0", Missing main dress belt and cloak!!!: I received the package with missing main dress belt and cloak (I received only the mask gauntlets and shoes cover)I'm an oversea customer and it will be very costly for me to return this item as already I paid the shipment fees to get this item.I sent them an e-mail on 1/11/2013 requesting to send me the missing items  BUT they didn't respond till now!!!
"4", Good for the price: My daughter loved the styling loves being a "super hero." We got this on discount on the offseason so it was an extremely good buy.
"0", Cape is very small/ fabric is very thin: The material is thin thin thin which I expected from this kind of costume. The mask didn't really hold up for one halloween party and one night of trick or treating. The worst part was that the cape in the picture is big enough for the girl to hold with both hands but in reality it isn't that big at all. Also the velcro that holds the cape on didn't even hold up on Halloween night. Disappointing
"4", Fabulous: The costume came fast and fit awesome. My only complaint was with the shoe coverings. They broke easily and would not stay on my daughters shoes so we ended up not using them.
"0", Expect what you pay for: The price was cheap and so was a majority of the craftsmanship. Also the belt was not in the package and we bought it new.
"0", Wouldnt buy it again!: I bought two of these bat girl costumes for my two daughters. The masks started falling apart after the first time wearing them. The material was so cheap it literally fell apart!!! I was SO disappointed! By the time Halloween came I had completely redone the masks and stapled the silver belt back together.I have never rated anything before but I couldn't help myself I want people to know what they are buying.
"0", Wouldn't recommend: The sizing of this costume was fairly accurate but it very cheaply made. After only a few wears the mask and belt both broke. I wouldn't recommend this costume.
"4", Great Costume!: This is a fabulous costume! My daughter loves it and has had it on every day since it arrived last week. She even slept in it a couple of nights. The other reviews are correct in saying that it needs some mending. We had to reinforce the velcro on the mask and the elastic on the bottom of the boots. After a little stitching it is fine. We also sewed on a small piece of material to the back of the face mask so that it wouldn't stretch any further and tear. This was a fabulous idea. Do it! I only deducted one star for this because the rest of it is great. The material is a durable shiny pink. My daughter is a size 4 and wears a size 9 shoe and the small fits perfectly. If she were a 5 or older I would get the medium. Totally worth the money.
"0", Too small and stained: I ordered this for my average sized 8 year old. I purchased the medium (size 8-10) and it is way too small. It's too short tight around the shoulders the boot covers don't cover her foot and the mask won't go around her head (not even close and again she's 50%ile in both height & weight for her age). This size would be better for a 5 year old! And if that isn't bad enough the cape has a dark (non-removable) stain on it! I'm hoping I can return it w/o paying for shipping considering this item is damaged.
"0", Bad thing: The fabric is very common the finishes are really bad the mask was broken the first time the layer has no seams the fabric also is leadership not what I expected.
"0", poor: Was missing the belt for one thing was to small had to order another one just so she could use it they need to put the correct size on the item we ordered a 5-6 got ot and the item said fits size 4-5
"0", No belt!!!: My costume was a small and didn't fit my 5 year old wayyyy to tight and it dd t come with the belt!!!
"4", Awesome Costume: This is a great costume. All the extra pieces make it really great. This is one of our favorite costumes.
"4", cute costume: cute costume but make sure you get all the pieces im missing the belt and i already threw the packaging away and i didnt even notice the belt was missing :(
"4", She loves it: Pink Bat-girl is a hit at our house. She loves to dress up. Costume is a little flimsy but will last through the Halloween season and maybe some dress-up after. Skimpy and thin so plan on wearing something under it. (I wish we had bought a size larger) Don't be fooled by the cape it does not go over the shoulders only behind the back. It is very cute and my 7 year old daughter loves it.
"4", like this on the best: I have purchased many bevel tools and I like this one because it goes further down into thehole and the shape feels better to my hand especially when working out a lot of thumb holesused this product a lot and haven't had to sharpen it yet.
"4", Lush "Masquerade" enegetic Gayne &Spartacus: My title says it all. Love this CD. Khachaturian is a great great Artist and he always thrills and touches you. You'll love this one.
"4", Umbra 24-inch tension rod: I am pleased with the rod as it fit the small shower enclosure. It did fall only once after I put it up but I retightened it and it's remained in place ever since. Excellent value for the dollar
"4", great!: I bought this for a narrow entry tiled shower. It was very hard to find a tension bar that would work for my 26" shower opening - not to mention I wanted a nickel or chrome finish. The bar fits snugly but is not as heavy as I had hoped. It hold a thin shower curtain very well but would not hold up to a heavier curtain. Perfect for my use/
"0", THIS IS NOT A SHOWER CURTAIN ROD: I searched Amazon for "shower curtain rod nickel" and this product is returned in the results. From the image it looks just like other shower curtain rods sold on Amazon; however this rod is only about 1/2 inch in diameter and will not work as a shower curtain rod. Don't be fooled like I was.
"0", thin: The picture seems to show a somewhat robust rod but what you get is a very thin (1/2") rod. When exteneded to near its mazimum length it becomes very flimsy and will barely hold my small shower curtain without bowing in the middle. I would have expected a little better for the price and the intended use. But it works and it's black.
"0", Item was nice color: This rod was too flimsy in my stall shower to stay up more than 10 minutes with a curtain. We put it up at least four times and it fell down. I returned it. Color was nice it was extremely thin.
"0", Disappointing: The pieces that attach to the shower wall are very small. Because of this the rod never stays in place!!
"0", Not good for showers: Nice item for the price but not good for shower curtain use; not enough tension force. Best for light curtains in small windows.
"4", Nice Tension Rod: It might not be the strongest but so far it has done it's job very well. It looks very nice and I am pleased. Just make sure that you dont leave it loose or it will fall on your head. Overall a nice product for the price.
"0", Too Small for a Shower Curtain: This rod is way to small for use with a shower curtain. I have no idea why it even comes up in the search. It may work for a simple curtain but I doubt it.
"0", Pretty but not functional: This curtain rod looks nice but can barely hold any weight. It will only work with sheers.
"0", Poor Quality: This item does not look like the photo. It is very thin (.5" or so) and the round decorative end part is very small (about 1.5" diameter). There is a piece of white plastic that shows at the end of the rod that is not in the photo. It does not look well made- I would have preferred one of the plain white ones that you can buy anywhere- they look heavy duty next to this one. I have had an Amazon account for 10 years or so and I have never before returned an item. This will be my first time.
"4", Umbra tension rod: I am pleased with my Umbra tension rod. I needed a rod with no hardware because my new house has concrete block walls and deep window wells. This tension rod fits the bill and is a very attractive too.
"0", Shower Curtain Rod Review: Umbra Coretto 24 to 36-Inch Decorative Tension Rod BlackThe rod is really good looking. However because it is so thin the weight of my shower curtain keeps causing the rod to come loose. If I had any idea I probably would not have bought the rod. However my shower is at the wider end....so maybe a person would have better luck if their shower is closer to 24".
"4", Julia Child at her absolute best!!!!: This is my absolute favorite cooking series on PBS. Julia Child in her own home kitchen with some of the greatest chefs working today. Her warmth and quirky humor shines throughout and she has a lovely rapport with many of the guests. She is genuinely enthusiastic about the baked goods and her baker-guests are obviously thrilled to be cooking side-by-side with Julia. Truly entertaining even if you never make any of the recipes yourself! I only wish that they would make a box-set of the entire series!!
"0", This DVD is not as represented in the description.: There are only 8 out of about 24 episodes from the Baking With Julia series on the DVD. Amazon would not guarantee me a full refund if I returned it since I took off the plastic.Even though I had not viewed it. I didn't notice that it was only 8 episodes till after a tore the plastic off and looked at the back of the dvd. Definitely is not work the money.
"0", Sent damaged product: I received this DVD in a well packed box with another item. The other item was in perfect condition. However this DVD's case was broken in several (at least 4) places. As I said the box was well packed and insulated. The DVD had obviously been sent in the damaged state it was received in. Most disturbing is the fact that the damage to the DVD case was so OBVIOUS. Pieces are broken off inside the celephane wrapping that you can see and when you pick it up you cannot miss feeling them.The DVD itself skips in several places.Unacceptable and unethical behavior on the part of the sender. They had to have known they were sending me a severely damaged DVD case. It had to have been damaged at the time they packed it in the box.As a result I was not able to give it as a gift as planned.
"4", A National Treasure: Julia Child was just the best! The entire food world as we now know it owe it all to her. Watching this as well as any other of her shows particularly her first shows are exciting enlightening educational! She is missed & will always be the best!!!
"0", Shoddy Disks: The shows (and Julia) are great. 5 stars for them but the disk was defective from the manufacturer and would not play segment 2 (Decorative Loaves). First disk would freeze up and shut down the entire disk (as if stop button were pressed). Exchanged it and had the same problem with the second one. These shows deserve a much better presentation than this manufacturer was willing to give it. Great show but lousy DVD mastering job.
"0", Longevity: I was initially impressed with the company and the product. The company ended up to be local which was a plus. The product didn't last a year and I purchased two of them. Both failed inside of a year.
"4", One of the best albums I've heard in years: This is a front to back cd which is a rarity. Kershaw puts together intelligent thought-provoking lyrics with layered music that always has a lot going on.His creativity in terms of sounds that he comes up with is incredible. One can hear a little radiohead influence on this album.His transition from 80's alterna-pop to his now contemporary 90's acoustic-based sound seems so natural and is actually an improvement on his earlier stuff. I can't wait to hear what he comes up with next.
"4", Nik in the 2000's: I remember him in the 80's. I found some new tracks of his on youtube. Those tracks grew on me and I bought the CD. It's true just about every song is great.Slower pace and slightly more acoustic than his 80's work. The songs are more from his heart which is where every good song comes from.It's that type of album.
